source_file,section,metric_label,date,value_raw,value_num,is_percent,is_total
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-06,1280.902259,1280.902259,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-07,0,0.0,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-08,0,0.0,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-09,0,0.0,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-10,0,0.0,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-11,0,0.0,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-12,0,0.0,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-13,0,0.0,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-14,0,0.0,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-15,458.968187,458.968187,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-16,166.363673,166.363673,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-17,772.231814,772.231814,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-18,1678.986387,1678.986387,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-19,1164.272735,1164.272735,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-20,0,0.0,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-21,554.363624,554.363624,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-22,339.727277,339.727277,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-23,274.727277,274.727277,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-24,515.299997,515.299997,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-25,1451.77271,1451.77271,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-26,943.345458,943.345458,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-27,-4e-05,-4e-05,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-28,312.636366,312.636366,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-29,754.177304,754.177304,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-30,535.786472,535.786472,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,BEBIDA,2025-01-31,877.454555,877.454555,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,,2025-01-01,6.357932692,6.357932692,False,False
202501 Daily CuarentaytresNEW.xlsx,RESTAURANT,,2025-01-02,9.723742277,9.723742277,False,False
